Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1986-03-13 00:00:00-05:00,0.054276734162411876,0.06225867883466062,0.054276734162411876,0.059597622603178024,1031788800,0.0,0.0
1986-03-14 00:00:00-05:00,0.0595976188409957,0.06279076371498322,0.0595976188409957,0.06172597408294678,308160000,0.0,0.0
1986-03-17 00:00:00-05:00,0.061725976681513146,0.06332285519126342,0.061725976681513146,0.06279076635837555,133171200,0.0,0.0
1986-03-18 00:00:00-05:00,0.06279073505567281,0.06332282362330165,0.06066176877437594,0.061193857342004776,67766400,0.0,0.0
1986-03-19 00:00:00-05:00,0.06119387582256619,0.06172596455088591,0.059597609637607026,0.06012969836592674,47894400,0.0,0.0
1986-03-20 00:00:00-05:00,0.06012967709326862,0.06012967709326862,0.058001322932958205,0.05853341147303581,58435200,0.0,0.0
1986-03-21 00:00:00-05:00,0.05853342790129604,0.05959760528012815,0.055872984454215756,0.05693716183304787,59990400,0.0,0.0
1986-03-24 00:00:00-05:00,0.05693716723693837,0.05693716723693837,0.05480881227727258,0.055340901017189026,65289600,0.0,0.0
1986-03-25 00:00:00-05:00,0.05534089382755802,0.056405071169137955,0.05480880515676805,0.056405071169137955,32083200,0.0,0.0
1986-03-26 00:00:00-05:00,0.05640509147500212,0.05853344692437114,0.055873002612659865,0.058001358062028885,22752000,0.0,0.0
1986-03-27 00:00:00-05:00,0.05800133233486989,0.05906550958752632,0.05800133233486989,0.05906550958752632,16848000,0.0,0.0
1986-03-31 00:00:00-05:00,0.05906550001311341,0.05906550001311341,0.0574692343928806,0.05853341147303581,12873600,0.0,0.0
1986-04-01 00:00:00-05:00,0.05853344692437114,0.05853344692437114,0.058001358062028885,0.058001358062028885,11088000,0.0,0.0
1986-04-02 00:00:00-05:00,0.058001322932958205,0.05959758855319102,0.058001322932958205,0.05853341147303581,27014400,0.0,0.0
1986-04-03 00:00:00-05:00,0.05906550958752632,0.06066177546651096,0.05906550958752632,0.05906550958752632,23040000,0.0,0.0
1986-04-04 00:00:00-05:00,0.05906550958752632,0.05959759821385453,0.05906550958752632,0.05906550958752632,26582400,0.0,0.0
1986-04-07 00:00:00-05:00,0.05906553578671339,0.059597624649055644,0.05693718033734437,0.058001358062028885,16560000,0.0,0.0
